Name;Sex;BirthDate;Address;PhoneNumber;Email;SNSUSerNumber;CitizenCardNumber
Milena Novaes;;14/04/1956;Rua  Guilhermina Suggia|194|4200-318|PORTO;953229427;953229427@gmail.com;161598216;10100926
Danilo Martins;;19/06/1954;Escadas  Guindais|493|4000-277|PORTO;953229428;953229428@gmail.com;161598217;10100927
Enrico Nunes;;22/03/1957;Escadas  Guindais|238|4000-276|PORTO;953229429;953229429@gmail.com;161598218;10100928
Giovanna Gonçalves;;3/4/1956;Rua  Alto|276|4200-36|PORTO;953229430;953229430@gmail.com;161598219;10100929
Ana Carolina Silva;;21/12/1957;Rua  Alto|436|4200-35|PORTO;953229431;953229431@gmail.com;161598220;10100930
Alexandre da Costa;;7/9/1958;Rua  Guiné|528|4100-276|PORTO;953229432;953229432@gmail.com;161598221;10100931
Ana Luiza Porto;;31/07/1956;Rua  Açores|292|4250-14|PORTO;953229433;953229433@gmail.com;161598222;10100932
Lara Farias;;12/1/1955;Parque  Residêncial do Lima|211|4200-26|PORTO;953229434;953229434@gmail.com;161598223;10100933
Olivia Nunes;;2/7/1952;Rua  Henrique Alegria|13|4150-393|PORTO;953229435;953229435@gmail.com;161598224;10100934
Bruno Carvalho;;19/10/1953;Rua  Henrique Alegria|383|4150-392|PORTO;953229436;953229436@gmail.com;161598225;10100935
Isadora Duarte;;5/9/1953;Rua  Henrique Lopes de Mendonça|145|4150-394|PORTO;953229437;953229437@gmail.com;161598226;10100936
Alexandre Silveira;;8/6/1953;Rua  Henrique Lopes de Mendonça|149|4150-396|PORTO;953229438;953229438@gmail.com;161598227;10100937
Vinicius Costa;;16/01/1950;Rua  Henrique Lopes de Mendonça|247|4150-395|PORTO;953229439;953229439@gmail.com;161598228;10100938
Davi Lucas Moraes;;4/4/1949;Rua  Henrique Lopes de Mendonça|291|4150-396|PORTO;953229440;953229440@gmail.com;161598229;10100939
Bárbara Lopes;;19/03/1953;Rua  Henrique Lopes de Mendonça|114|4150-394|PORTO;953229441;953229441@gmail.com;161598230;10100940
Dra. Maria Sophia Gonçalves;;1/9/1952;Rua  Henrique Lopes de Mendonça|238|4150-395|PORTO;953229442;953229442@gmail.com;161598231;10100941
Luiz Otávio Gomes;;4/1/1951;Rua  Henrique Pousão|27|4100-278|PORTO;953229443;953229443@gmail.com;161598232;10100942
Gabriel Pereira;;17/04/1952;Rua  Heras|225|4350-196|PORTO;953229444;953229444@gmail.com;161598233;10100943
Ian Silveira;;15/03/1953;Rua  Hernâni Torres|181|4200-320|PORTO;953229445;953229445@gmail.com;161598234;10100944
Heloísa Gonçalves;;29/04/1952;Rua  Heróis e Mártires de Angola|440|4000-285|PORTO;953229446;953229446@gmail.com;161598235;10100945
Nina Porto;;6/3/1951;Rua  Heróis de Mucaba|502|4100-279|PORTO;953229447;953229447@gmail.com;161598236;10100946
Rafael Viana;;1/8/1950;Rua  Heroísmo|586|4300-258|PORTO;953229448;953229448@gmail.com;161598237;10100947
Luiz Henrique da Costa;;9/12/1951;Rua  Heroísmo|542|4300-259|PORTO;953229449;953229449@gmail.com;161598238;10100948
Carlos Eduardo Oliveira;;12/1/1953;Rua  Heroísmo|468|4300-255|PORTO;953229450;953229450@gmail.com;161598239;10100949
Dr. Juan da Rosa;;8/9/1953;Rua  Heroísmo|245|4300-256|PORTO;953229451;953229451@gmail.com;161598240;10100950
Ana Laura Dias;;4/7/1953;Rua  Heroísmo|187|4300-254|PORTO;953229452;953229452@gmail.com;161598241;10100951
Samuel Ribeiro;;27/01/1952;Rua  Heroísmo|251|4300-257|PORTO;953229453;953229453@gmail.com;161598242;10100952
Srta. Olivia Rodrigues;;1/9/1955;Rua  Heroísmo|20|4300-253|PORTO;953229454;953229454@gmail.com;161598243;10100953
Benício Santos;;22/10/1953;Rua  Heroísmo|356|4349-17|PORTO;953229455;953229455@gmail.com;161598244;10100954
Emanuelly Ferreira;;30/10/1952;Rua  Alto da Arrábida|314|4150-55|PORTO;953229456;953229456@gmail.com;161598245;10100955
Heloísa Cunha;;17/11/1954;Rua  Alto da Arrábida|460|4150-54|PORTO;953229457;953229457@gmail.com;161598246;10100956
André Peixoto;;6/12/1953;Rua  Honório Barreto|103|4250-233|PORTO;953229458;953229458@gmail.com;161598247;10100957
Enrico Silveira;;24/04/1952;Rua  Honório Barreto|14|4250-232|PORTO;953229459;953229459@gmail.com;161598248;10100958
Brenda Teixeira;;30/07/1951;Rua  Honório de Lima|477|4200-322|PORTO;953229460;953229460@gmail.com;161598249;10100959
Sophie Oliveira;;3/10/1952;Rua  Honório de Lima|587|4200-321|PORTO;953229461;953229461@gmail.com;161598250;10100960
Isabelly Cardoso;;29/08/1952;Rua  Hortênsias|58|4250-234|PORTO;953229462;953229462@gmail.com;161598251;10100961
Laura Rocha;;22/05/1952;Esplanada  Molhe|66|4150-155|PORTO;953229463;953229463@gmail.com;161598252;10100962
Bruno Costa;;12/8/1950;Rampa  Igreja|600|4150-399|PORTO;953229464;953229464@gmail.com;161598253;10100963
Sr. Arthur Correia;;5/7/1954;Largo  Igreja|71|4150-400|PORTO;953229465;953229465@gmail.com;161598254;10100964
Mirella Costa;;24/08/1952;Rua  Igreja da Areosa|538|4200-323|PORTO;953229466;953229466@gmail.com;161598255;10100965
Gustavo Vieira;;1/9/1951;Rua  Igreja de Campanhã|576|4300-262|PORTO;953229467;953229467@gmail.com;161598256;10100966
Dra. Helena Lima;;25/12/1955;Rua  Igreja de Campanhã|383|4300-263|PORTO;953229468;953229468@gmail.com;161598257;10100967
Vinicius Peixoto;;11/4/1950;Rua  Igreja de Campanhã|488|4300-261|PORTO;953229469;953229469@gmail.com;161598258;10100968
Camila da Paz;;5/4/1952;Rua  Igreja de Campanhã|41|4300-260|PORTO;953229470;953229470@gmail.com;161598259;10100969
Ana Julia Rocha;;29/01/1951;Rua  Igreja de Cedofeita|344|4050-306|PORTO;953229471;953229471@gmail.com;161598260;10100970
Stella Ferreira;;10/6/1951;Travessa  Igreja de Nevogilde|306|4150-402|PORTO;953229472;953229472@gmail.com;161598261;10100971
João Miguel Pires;;10/7/1951;Travessa  Igreja de Nevogilde|269|4150-401|PORTO;953229473;953229473@gmail.com;161598262;10100972
Maysa Porto;;29/01/1954;Travessa  Alto da Arrábida|516|4150-56|PORTO;953229474;953229474@gmail.com;161598263;10100973
Sra. Larissa da Conceição;;4/11/1953;Largo  Igreja de Paranhos|14|4200-325|PORTO;953229475;953229475@gmail.com;161598264;10100974
Dr. Heitor Ramos;;12/5/1951;Rua  Igreja de Paranhos|203|4200-328|PORTO;953229476;953229476@gmail.com;161598265;10100975
Dra. Ana Clara Caldeira;;9/2/1951;Rua  Igreja de Paranhos|430|4200-330|PORTO;953229477;953229477@gmail.com;161598266;10100976
Davi Luiz Rezende;;9/5/1952;Rua  Igreja de Paranhos|495|4200-329|PORTO;953229478;953229478@gmail.com;161598267;10100977
Ana Luiza Nascimento;;20/07/1951;Rua  Igreja de Paranhos|240|4200-326|PORTO;953229479;953229479@gmail.com;161598268;10100978
Caroline Barros;;24/11/1953;Rua  Igreja de Paranhos|436|4200-327|PORTO;953229480;953229480@gmail.com;161598269;10100979
Pedro Miguel Rocha;;26/05/1950;Rua  Igreja de Paranhos|151|4200-328|PORTO;953229481;953229481@gmail.com;161598270;10100980
Rebeca Farias;;23/12/1952;Rua  Igreja de Ramalde|512|4149-11|PORTO;953229482;953229482@gmail.com;161598271;10100981
João Pedro Carvalho;;9/7/1954;Rua  Igreja de Ramalde|41|4100-280|PORTO;953229483;953229483@gmail.com;161598272;10100982
Maria Alice Pereira;;21/02/1952;Rua  Igreja de Ramalde|467|4100-281|PORTO;953229484;953229484@gmail.com;161598273;10100983
Ana Julia Silveira;;30/06/1953;Rua  Igreja de Ramalde|373|4100-280|PORTO;953229485;953229485@gmail.com;161598274;10100984
Pietro da Mata;;10/3/1951;Praça  Ilha Brava|386|4200-331|PORTO;953229486;953229486@gmail.com;161598275;10100985
Sr. Noah Almeida;;12/3/1953;Viela  Ilha do Ferro|594|4050-307|PORTO;953229487;953229487@gmail.com;161598276;10100986
Raquel Araújo;;22/08/1951;Rua  Ilha Terceira|341|4200-332|PORTO;953229488;953229488@gmail.com;161598277;10100987
Raul Martins;;30/11/1949;Rua  Ilha Verde|42|4200-333|PORTO;953229489;953229489@gmail.com;161598278;10100988
Dra. Isabel Carvalho;;26/07/1952;Travessa  Ilhéu|219|4300-265|PORTO;953229490;953229490@gmail.com;161598279;10100989
Laís Monteiro;;15/05/1950;Rua  Alto da Bela|571|4300-24|PORTO;953229491;953229491@gmail.com;161598280;10100990
Bruna Oliveira;;1/3/1951;Rua  Alto da Bela|259|4300-23|PORTO;953229492;953229492@gmail.com;161598281;10100991
Helena Fernandes;;28/12/1952;Praça  Império|443|4150-758|PORTO;953229493;953229493@gmail.com;161598282;10100992
Vitor Gabriel Nascimento;;28/04/1951;Praça  Império|62|4150-403|PORTO;953229494;953229494@gmail.com;161598283;10100993
João Felipe Dias;;12/5/1951;Rua  Inácio Alberto de Sousa|269|4350-197|PORTO;953229495;953229495@gmail.com;161598284;10100994
André Pinto;;13/07/1954;  Túnel das Antas I|136|4350-1|PORTO;953229496;953229496@gmail.com;161598285;10100995
Maité Oliveira;;11/9/1953;Rua  Ándia|481|4150-404|PORTO;953229497;953229497@gmail.com;161598286;10100996
Júlia Dias;;5/5/1950;Rua Infanta Dona Maria|578|4050-350|PORTO;953229498;953229498@gmail.com;161598287;10100997
António Silveira;;20/10/1951;  Túnel das Antas II|368|4350-2|PORTO;953229499;953229499@gmail.com;161598288;10100998
Gabrielly da Mota;;23/08/1951;Praça Infante Dom Henrique|378|4050-295|PORTO;953229500;953229500@gmail.com;161598289;10100999
Pedro Henrique da Cunha;;24/04/1951;Rua Infante Dom Henrique|443|4050-298|PORTO;953229501;953229501@gmail.com;161598290;10101000
Alice Rocha;;9/5/1951;Rua Infante Dom Henrique|524|4050-297|PORTO;953229502;953229502@gmail.com;161598291;10101001
Thales Castro;;6/7/1952;Rua Infante Dom Henrique|118|4050-298|PORTO;953229503;953229503@gmail.com;161598292;10101002
Cauã Moraes;;8/8/1952;Rua Infante Dom Henrique|113|4050-296|PORTO;953229504;953229504@gmail.com;161598293;10101003
Benício Ramos;;11/4/1950;Rua Infante Santo|445|4150-406|PORTO;953229505;953229505@gmail.com;161598294;10101004
Davi Luiz Cavalcanti;;13/04/1952;Calçada  Ingleses|501|4150-407|PORTO;953229506;953229506@gmail.com;161598295;10101005
Ian Santos;;4/5/1950;Rua  Alto da Fontinha|243|4000-70|PORTO;953229507;953229507@gmail.com;161598296;10101006
Alexia Duarte;;13/03/1951;Rua  Instituto de Cegos S Manuel|149|4050-308|PORTO;953229508;953229508@gmail.com;161598297;10101007
Vicente Gomes;;15/06/1954;Praceta  Jaime Cortesão|295|4250-235|PORTO;953229509;953229509@gmail.com;161598298;10101008
Gabrielly Viana;;28/07/1951;Largo  Redondelo|76|4050-242|PORTO;953229510;953229510@gmail.com;161598299;10101009
Pietra Rezende;;20/02/1951;Pátio  Japoneiras|477|4150-410|PORTO;953229511;953229511@gmail.com;161598300;10101010
Lucas Gabriel Barros;;7/12/1948;Rua  Jasmins|131|4250-236|PORTO;953229512;953229512@gmail.com;161598301;10101011
Sofia Campos;;17/02/1952;Rua  Jerónimo Mendonça|293|4200-335|PORTO;953229513;953229513@gmail.com;161598302;10101012
Sr. Rafael Araújo;;24/04/1953;Praceta  João Augusto Ribeiro|315|4100-286|PORTO;953229514;953229514@gmail.com;161598303;10101013
Lara Martins;;20/06/1951;Rua  João Baptista Lavanha|312|4150-412|PORTO;953229515;953229515@gmail.com;161598304;10101014
Davi Luiz Nunes;;8/12/1952;Rua  João Baptista Lavanha|380|4150-411|PORTO;953229516;953229516@gmail.com;161598305;10101015
Sophia da Costa;;7/5/1954;Rua  João de Barros|599|4150-415|PORTO;953229517;953229517@gmail.com;161598306;10101016
Bianca Moraes;;5/8/1953;Rua  João de Barros|543|4150-415|PORTO;953229518;953229518@gmail.com;161598307;10101017
Davi Lucca Ribeiro;;25/01/1950;Rua  João de Barros|587|4150-416|PORTO;953229519;953229519@gmail.com;161598308;10101018
Nicolas Santos;;11/7/1955;Rua  João de Barros|113|4150-415|PORTO;953229520;953229520@gmail.com;161598309;10101019
Caio da Cunha;;3/2/1952;Rua  João de Barros|210|4150-415|PORTO;953229521;953229521@gmail.com;161598310;10101020
Srta. Maria Eduarda Ramos;;11/6/1953;Rua  João de Barros|16|4150-414|PORTO;953229522;953229522@gmail.com;161598311;10101021
João Vitor Caldeira;;14/01/1953;Rua  João de Barros|407|4150-413|PORTO;953229523;953229523@gmail.com;161598312;10101022
João Guilherme Pereira;;31/12/1954;Rua  Alto do Mato|298|4150-62|PORTO;953229524;953229524@gmail.com;161598313;10101023
Emanuella Peixoto;;3/4/1954;Rua  Armando Campos|591|4350-418|PORTO;953229525;953229525@gmail.com;161598314;10101024
Sabrina da Rocha;;31/10/1954;Rua  Maria Peregrina de Sousa|74|4250-95|PORTO;953229526;953229526@gmail.com;161598315;10101025
Calebe Souza;;10/4/1952;Rua  Pedro Veiga|21|4150-335|PORTO;953229527;953229527@gmail.com;161598316;10101026
Lívia da Luz;;7/8/1956;Bairro  João do Carmo|373|4150-425|PORTO;953229528;953229528@gmail.com;161598317;10101027
Helena Ramos;;30/12/1957;Parque São Bartolomeu|429|4150-94|PORTO;953229529;953229529@gmail.com;161598318;10101028
Maité Costela;;13/07/1958;Calçada  João do Carmo|438|4150-426|PORTO;953229530;953229530@gmail.com;161598319;10101029
Vitor Gabriel Nogueira;;12/12/1955;Rua  João Corregedor da Fonseca|205|4350-202|PORTO;953229531;953229531@gmail.com;161598320;10101030
Sr. Davi Campos;;7/12/1955;Rua  João Corregedor da Fonseca|97|4350-201|PORTO;953229532;953229532@gmail.com;161598321;10101031
Vitor da Cruz;;7/6/1954;Rua  João de Deus|458|4100-460|PORTO;953229533;953229533@gmail.com;161598322;10101032
Sra. Isabelly Pereira;;2/12/1954;Rua  João de Deus|515|4100-461|PORTO;953229534;953229534@gmail.com;161598323;10101033
Maria Eduarda Ramos;;8/6/1954;Rua  João de Deus|234|4100-462|PORTO;953229535;953229535@gmail.com;161598324;10101034
Nicole Almeida;;23/04/1954;Rua  João de Deus|565|4100-457|PORTO;953229536;953229536@gmail.com;161598325;10101035
Ana Beatriz Lima;;18/08/1955;Rua  João de Deus|108|4100-458|PORTO;953229537;953229537@gmail.com;161598326;10101036
Dra. Ana Carolina Barros;;18/11/1955;Rua  João de Deus|125|4100-459|PORTO;953229538;953229538@gmail.com;161598327;10101037
Vitória Gomes;;25/02/1951;Rua  João de Deus|332|4100-456|PORTO;953229539;953229539@gmail.com;161598328;10101038
Dr. Marcelo da Mota;;11/5/1955;Rua  João Grave|83|4150-428|PORTO;953229540;953229540@gmail.com;161598329;10101039
Letícia Porto;;20/12/1954;Rua  João Grave|50|4150-427|PORTO;953229541;953229541@gmail.com;161598330;10101040
Maria Alice Pereira;;9/12/1952;Rua  João de Lisboa|460|4150-418|PORTO;953229542;953229542@gmail.com;161598331;10101041
Maria Luiza Barbosa;;28/11/1955;Rua  João Martins Branco|199|4150-431|PORTO;953229543;953229543@gmail.com;161598332;10101042
Vicente Silveira;;4/4/1953;Rua  João Martins Branco|448|4150-430|PORTO;953229544;953229544@gmail.com;161598333;10101043
Sra. Mariana Silveira;;31/01/1954;Rua  João Lúcio Azevedo|280|4200-339|PORTO;953229545;953229545@gmail.com;161598334;10101044
Isadora Cavalcanti;;30/08/1957;Rua  João Lúcio Azevedo|355|4200-338|PORTO;953229546;953229546@gmail.com;161598335;10101045
Bryan Duarte;;17/04/1955;Rua  Alto de Vila|291|4150-60|PORTO;953229547;953229547@gmail.com;161598336;10101046
Sra. Maysa Rocha;;1/3/1955;Rua  Alto de Vila|445|4150-59|PORTO;953229548;953229548@gmail.com;161598337;10101047
Juliana Gomes;;31/05/1955;Rua  Alto de Vila|353|4150-58|PORTO;953229549;953229549@gmail.com;161598338;10101048
Vicente da Conceição;;24/03/1953;Rua  Alto de Vila|499|4150-57|PORTO;953229550;953229550@gmail.com;161598339;10101049
Fernanda Silveira;;25/07/1957;Rua  João de Oliveira Ramos|503|4000-294|PORTO;953229551;953229551@gmail.com;161598340;10101050
Vitória Nascimento;;28/02/1958;Rua  João Paulo Freire|271|4150-432|PORTO;953229552;953229552@gmail.com;161598341;10101051
Rafaela Cardoso;;17/05/1955;Rua  João Pedro Ribeiro|184|4000-307|PORTO;953229553;953229553@gmail.com;161598342;10101052
Ana Clara Ferreira;;19/05/1958;Rua  João Pedro Ribeiro|349|4000-308|PORTO;953229554;953229554@gmail.com;161598343;10101053
Julia da Conceição;;22/02/1953;Rua  João Pedro Ribeiro|398|4000-305|PORTO;953229555;953229555@gmail.com;161598344;10101054
Dra. Evelyn da Rocha;;13/02/1953;Rua  João Pedro Ribeiro|86|4000-306|PORTO;953229556;953229556@gmail.com;161598345;10101055
Júlia Almeida;;10/5/1952;Rua Arquiteto João Queirós|24|4150-433|PORTO;953229557;953229557@gmail.com;161598346;10101056
Maria Julia Rezende;;6/9/1953;Rua  João Ramalho|194|4200-342|PORTO;953229558;953229558@gmail.com;161598347;10101057
Luiz Otávio Barros;;1/6/1954;Rua  João Ramalho|276|4200-343|PORTO;953229559;953229559@gmail.com;161598348;10101058
Dr. Enzo Jesus;;30/11/1955;Rua  João Ramalho|174|4200-340|PORTO;953229560;953229560@gmail.com;161598349;10101059
Davi Luiz da Luz;;1/5/1956;Rua  João Ramalho|428|4200-341|PORTO;953229561;953229561@gmail.com;161598350;10101060
Matheus Lopes;;25/06/1953;Rua  João das Regras|61|4000-292|PORTO;953229562;953229562@gmail.com;161598351;10101061
Davi Lucas Lima;;17/02/1957;Rua  João das Regras|411|4000-293|PORTO;953229563;953229563@gmail.com;161598352;10101062
Otávio Nunes;;18/02/1954;Rua  João das Regras|549|4000-292|PORTO;953229564;953229564@gmail.com;161598353;10101063
Srta. Milena Farias;;24/09/1955;Rua  João das Regras|410|4000-290|PORTO;953229565;953229565@gmail.com;161598354;10101064
Beatriz Cardoso;;28/08/1956;Rua  João das Regras|309|4000-291|PORTO;953229566;953229566@gmail.com;161598355;10101065
Murilo Viana;;25/03/1955;Rua  João das Regras|528|4049-51|PORTO;953229567;953229567@gmail.com;161598356;10101066
Henrique Ferreira;;15/04/1952;Rua  João Roby|154|4200-345|PORTO;953229568;953229568@gmail.com;161598357;10101067
Pietra Barbosa;;24/06/1955;Rua  João Rodrigues Cabrilho|511|4150-434|PORTO;953229569;953229569@gmail.com;161598358;10101068
Caué Costa;;7/8/1958;Rua  Joaquim Alves Teixeira|378|4350-205|PORTO;953229570;953229570@gmail.com;161598359;10101069
Lucas Gabriel Duarte;;8/7/1957;Rua  Joaquim António de Aguiar|396|4000-311|PORTO;953229571;953229571@gmail.com;161598360;10101070
Sr. Anthony Pires;;10/6/1953;Rua  Joaquim António de Aguiar|585|4300-267|PORTO;953229572;953229572@gmail.com;161598361;10101071
Nathan Ribeiro;;20/04/1955;Rua  Joaquim António de Aguiar|340|4000-309|PORTO;953229573;953229573@gmail.com;161598362;10101072
Matheus Viana;;17/03/1957;Rua  Joaquim António de Aguiar|417|4000-310|PORTO;953229574;953229574@gmail.com;161598363;10101073
Sra. Mariana Fernandes;;21/06/1957;Rua  Joaquim António de Aguiar|142|4300-266|PORTO;953229575;953229575@gmail.com;161598364;10101074
Murilo Ferreira;;17/09/1954;Rua  Joaquim António de Aguiar|92|4049-56|PORTO;953229576;953229576@gmail.com;161598365;10101075
João Vitor da Cunha;;10/5/1954;Travessa  Alto de Vila|471|4150-61|PORTO;953229577;953229577@gmail.com;161598366;10101076
Kaique Azevedo;;4/3/1954;Rua  Joaquim Kopke|267|4200-346|PORTO;953229578;953229578@gmail.com;161598367;10101077
Pedro Gomes;;28/09/1956;Rua Padre António Joaquim da Silva Lopes|490|4250-45|PORTO;953229579;953229579@gmail.com;161598368;10101078
Raul Moreira;;3/5/1957;Rua  Fernando Lanhas|538|4250-159|PORTO;953229580;953229580@gmail.com;161598369;10101079
Sra. Emilly Lima;;20/06/1955;Rua  Alcino Soutinho|473|4250-159|PORTO;953229581;953229581@gmail.com;161598370;10101080
Matheus Azevedo;;29/12/1955;Rua Professor Vasco Sá|78|4200-299|PORTO;953229582;953229582@gmail.com;161598371;10101081
Sra. Maria Clara Fogaça;;29/12/1953;Escadas  Encontro|54|4200-285|PORTO;953229583;953229583@gmail.com;161598372;10101082
Luana das Neves;;20/04/1957;Rua  Lugar da Travessa|220|4200-360|PORTO;953229584;953229584@gmail.com;161598373;10101083
Yuri Barros;;10/7/1953;Rua  Joaquim Leitão|445|4100-289|PORTO;953229585;953229585@gmail.com;161598374;10101084
Lucas Gabriel Silveira;;10/2/1956;Rua  Joaquim Leitão|124|4100-290|PORTO;953229586;953229586@gmail.com;161598375;10101085
Laís Silva;;2/8/1954;Rua  Joaquim Leitão|300|4100-288|PORTO;953229587;953229587@gmail.com;161598376;10101086
Catarina Vieira;;15/01/1954;Rua  Guedes Pinheiro|342|4200-121|PORTO;953229588;953229588@gmail.com;161598377;10101087
Theo Campos;;19/06/1956;Rua  Costa Mendes|66|4200-117|PORTO;953229589;953229589@gmail.com;161598378;10101088
Otávio Moura;;16/01/1955;Rua  Antigo Bairro da Areosa|262|4200-118|PORTO;953229590;953229590@gmail.com;161598379;10101089
Leandro Lima;;9/1/1956;Rua  Antigo Bairro da Areosa|508|4200-118|PORTO;953229591;953229591@gmail.com;161598380;10101090
Dr. Joaquim Almeida;;3/9/1954;Rua  Antigo Bairro da Areosa|451|4200-123|PORTO;953229592;953229592@gmail.com;161598381;10101091
Otávio Pinto;;12/10/1953;Rua  Antigo Bairro da Areosa|489|4200-118|PORTO;953229593;953229593@gmail.com;161598382;10101092
Ana Luiza Rocha;;26/09/1954;Rua  Antigo Bairro da Areosa|59|4200-123|PORTO;953229594;953229594@gmail.com;161598383;10101093
Daniela Melo;;14/12/1956;Rua  Antigo Bairro da Areosa|402|4200-119|PORTO;953229595;953229595@gmail.com;161598384;10101094
Elisa Peixoto;;1/8/1954;Rua  Antigo Bairro da Areosa|498|4200-118|PORTO;953229596;953229596@gmail.com;161598385;10101095
Raul da Mota;;24/07/1957;Rua  Antigo Bairro da Areosa|239|4200-118|PORTO;953229597;953229597@gmail.com;161598386;10101096
Cecília Almeida;;16/10/1955;Rua  Antigo Bairro da Areosa|328|4200-123|PORTO;953229598;953229598@gmail.com;161598387;10101097
Milena Cardoso;;1/1/1953;Rua  Antigo Bairro da Areosa|343|4200-118|PORTO;953229599;953229599@gmail.com;161598388;10101098
Vicente Azevedo;;4/5/1953;Rua  Antigo Bairro da Areosa|475|4200-119|PORTO;953229600;953229600@gmail.com;161598389;10101099
Maria Clara Pinto;;19/02/1954;Rua Comendador Álvaro Portela|21|4000-294|PORTO;953229601;953229601@gmail.com;161598390;10101100
Nicole da Costa;;19/06/1955;Rua  Joaquim de Vasconcelos|103|4050-311|PORTO;953229602;953229602@gmail.com;161598391;10101101
Dra. Lívia Sales;;26/03/1954;Rua  Joaquim Vitorino Ribeiro|264|4350-207|PORTO;953229603;953229603@gmail.com;161598392;10101102
Manuela Aragão;;21/11/1953;Rua  Jorge Reinel|337|4150-436|PORTO;953229604;953229604@gmail.com;161598393;10101103
Dra. Clara Ramos;;10/6/1952;Rua  Jorge Reinel|591|4150-435|PORTO;953229605;953229605@gmail.com;161598394;10101104
Dr. Renan da Luz;;1/1/1956;Rua  Jorge de Sena|529|4050-312|PORTO;953229606;953229606@gmail.com;161598395;10101105
Juliana Silva;;16/08/1954;Rua  Jorge Viterbo Ferreira|315|4050-313|PORTO;953229607;953229607@gmail.com;161598396;10101106
Luiz Miguel Moreira;;17/12/1956;Rua  Jornal de Notícias|587|4100-295|PORTO;953229608;953229608@gmail.com;161598397;10101107
Amanda da Paz;;12/4/1953;Rua  Jornal de Notícias|478|4100-296|PORTO;953229609;953229609@gmail.com;161598398;10101108
Maria Alice Ramos;;28/02/1956;Rua  Jornal de Notícias|168|4100-297|PORTO;953229610;953229610@gmail.com;161598399;10101109
Dr. Luiz Gustavo Barbosa;;24/07/1956;Rua  Jornal de Notícias|443|4100-298|PORTO;953229611;953229611@gmail.com;161598400;10101110
Augusto Teixeira;;7/12/1955;Rua  Jornal de Notícias|203|4100-293|PORTO;953229612;953229612@gmail.com;161598401;10101111
Luiz Otávio Silveira;;23/11/1952;Rua  Jornal de Notícias|305|4100-294|PORTO;953229613;953229613@gmail.com;161598402;10101112
Vicente Correia;;21/09/1955;Rua  Jornal de Notícias|528|4100-292|PORTO;953229614;953229614@gmail.com;161598403;10101113
António Barbosa;;21/07/1956;Rua  José Brito|76|4300-268|PORTO;953229615;953229615@gmail.com;161598404;10101114
Kamilly Oliveira;;30/05/1953;Rua  Alto do Viso|238|4250-32|PORTO;953229616;953229616@gmail.com;161598405;10101115
Pietra Alves;;10/5/1954;Rua  José de Carvalho|392|4150-439|PORTO;953229617;953229617@gmail.com;161598406;10101116
Augusto Silva;;27/09/1956;Rua  José Falcão|594|4050-316|PORTO;953229618;953229618@gmail.com;161598407;10101117
Pedro Miguel Gonçalves;;17/02/1955;Rua  José Falcão|161|4050-317|PORTO;953229619;953229619@gmail.com;161598408;10101118
Pietro Silva;;3/7/1955;Rua  José Falcão|285|4050-314|PORTO;953229620;953229620@gmail.com;161598409;10101119
Pietra Rocha;;21/12/1957;Rua  José Falcão|534|4050-315|PORTO;953229621;953229621@gmail.com;161598410;10101120
Gustavo Henrique Costela;;29/05/1952;Rua  José Fontana|333|4100-299|PORTO;953229622;953229622@gmail.com;161598411;10101121
Júlia Souza;;8/7/1954;Rua  José Gomes Ferreira|141|4150-442|PORTO;953229623;953229623@gmail.com;161598412;10101122
Luiz Fernando da Cunha;;12/7/1953;Rua  José Gomes Ferreira|528|4150-441|PORTO;953229624;953229624@gmail.com;161598413;10101123
Sra. Júlia Moraes;;11/3/1953;Rua  José Gomes Ferreira|534|4150-998|PORTO;953229625;953229625@gmail.com;161598414;10101124
Fernando Alves;;18/06/1955;Rua  José Maria Pedroto|2|4200-351|PORTO;953229626;953229626@gmail.com;161598415;10101125
Carolina Monteiro;;26/03/1957;Viela  José da Mestra|492|4150-438|PORTO;953229627;953229627@gmail.com;161598416;10101126
Sr. Lucas Gabriel Ribeiro;;23/06/1954;Rua  José Monteiro Salazar|329|4150-443|PORTO;953229628;953229628@gmail.com;161598417;10101127
Luna Gomes;;7/7/1957;Largo Escultor José Moreira da Silva|159|4000-312|PORTO;953229629;953229629@gmail.com;161598418;10101128
Srta. Ana Julia Porto;;18/05/1954;Praceta  José Régio|444|4100-300|PORTO;953229630;953229630@gmail.com;161598419;10101129
Francisco Rocha;;3/4/1955;Praceta  José Serra|265|4350-208|PORTO;953229631;953229631@gmail.com;161598420;10101130
Nina Vieira;;19/02/1955;Rua  Alvalade|519|4350-29|PORTO;953229632;953229632@gmail.com;161598421;10101131
Maria Julia Azevedo;;13/03/1954;Rua  José Teixeira Barreto|79|4300-272|PORTO;953229633;953229633@gmail.com;161598422;10101132
Diogo Rocha;;2/7/1954;Rua  Júlio Brandão|267|4150-444|PORTO;953229634;953229634@gmail.com;161598423;10101133
Nicole Melo;;3/3/1954;Rua  Júlio de Brito|588|4150-449|PORTO;953229635;953229635@gmail.com;161598424;10101134
Júlia Almeida;;14/05/1956;Travessa Dom Sancho II|124|4000-546|PORTO;953229636;953229636@gmail.com;161598425;10101135
Dra. Brenda Santos;;10/12/1954;Rua  Júlio Dantas|545|4150-448|PORTO;953229637;953229637@gmail.com;161598426;10101136
